id,created_at,text
687103126248161281,2016-01-13 02:45:25,"""Gas under two bucks a gallon ain’t bad, either."" —President Obama #SOTU"
687102974137483264,2016-01-13 02:44:49,"""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" —President Obama #ActOnClimate #SOTU"
687102848190943232,2016-01-13 02:44:19,"""Seven years ago, we made the single biggest investment in clean energy in our history."" —President Obama #SOTU"
687102701260242945,2016-01-13 02:43:44,"""Why would we want to pass up the chance for American businesses to produce and sell the energy of the future?"" —President Obama #SOTU"
687102549690691584,2016-01-13 02:43:08,RT @OFA: Climate action can no longer be pushed to the next generation—we need to #ActOnClimate now. #SOTU https://t.co/XiFc6Dovrd
687102377246081024,2016-01-13 02:42:27,"""If anybody still wants to dispute the science around climate change, have at it. You’ll be pretty lonely."" —President Obama #SOTU"
687102114204549120,2016-01-13 02:41:24,Global action on climate change is happening—show your support today: https://t.co/UXy7xHlyA5 #ActOnClimate #SOTU
687101919874056194,2016-01-13 02:40:38,We have the responsibility to lead on climate change. #ActOnClimate #SOTU https://t.co/VnoqXVDdFw
687101521436119041,2016-01-13 02:39:03,"""America is every immigrant and entrepreneur, from Boston to Austin to Silicon Valley."" —President Obama #SOTU"
687101335091589124,2016-01-13 02:38:18,"""That spirit of discovery is in our DNA. America is Thomas Edison and the Wright Brothers and George Washington Carver."" —President Obama"
687101093407358977,2016-01-13 02:37:21,"""Workers and start-ups and small businesses need more of a voice, not less."" —President Obama #SOTU"
687100849613504512,2016-01-13 02:36:22,"""Food Stamp recipients didn’t cause the financial crisis; recklessness on Wall Street did."" —President Obama #SOTU"
687100701273493504,2016-01-13 02:35:47,"""I believe a thriving private sector is the lifeblood of our economy."" —President Obama #SOTU"
687100474416222208,2016-01-13 02:34:53,"""America is about giving everybody willing to work a chance."" —President Obama #SOTU"
687100335584722944,2016-01-13 02:34:20,"""Parties should work together to improve job security."" —President Obama #SOTU"
687100024266727424,2016-01-13 02:33:06,And counting. #SOTU https://t.co/kVX2JS964s
687099572175282177,2016-01-13 02:31:18,"""Social Security and Medicare are more important than ever. We shouldn’t weaken them, we should strengthen them."" —President Obama #SOTU"
687099389483958272,2016-01-13 02:30:34,Share the facts. #SOTU https://t.co/aUpUmMys5j
687099249146761216,2016-01-13 02:30:01,"""We have to make college affordable for every American."" —President Obama #CollegeOpportunity #SOTU"
687098897622155264,2016-01-13 02:28:37,"""We should recruit and support more great teachers for our kids."" —President Obama #SOTU"
687098814243549185,2016-01-13 02:28:17,"""Real opportunity requires every American to get the education and training they need to land a good-paying job."" —President Obama #SOTU"
687098561192841221,2016-01-13 02:27:17,Students should be able to get an education without taking on decades' worth of student loan debt. #SOTU https://t.co/taytxY39tM
687098293088698369,2016-01-13 02:26:13,"""Everybody that works hard deserves a fair shot."" —President Obama #SOTU #RaiseTheWage"
687098177770532864,2016-01-13 02:25:45,"""For the past seven years, our goal has been a growing economy that also works better for everybody."" —President Obama #SOTU"
687097942813966337,2016-01-13 02:24:49,"""Our auto industry just had its best year ever."" —President Obama #SOTU"
687097721438605312,2016-01-13 02:23:57,"""More than 14 million new jobs; the strongest two years of job growth since the ‘90s; an unemployment rate cut in half."" —President Obama"
687097489191653381,2016-01-13 02:23:01,Middle-class economics works. #SOTU https://t.co/rit5WnqxH1
687097268680265728,2016-01-13 02:22:09,"""A basic: the United States of America, right now, has the strongest, most durable economy in the world."" —President Obama #SOTU"
687097022038446081,2016-01-13 02:21:10,Change only happens when you organize. #SOTU https://t.co/uhkhAX8XSB
687096814084816896,2016-01-13 02:20:20,RT @OFA: It's just called marriage now. #LoveIsLove #SOTU https://t.co/HtZlU0iUVe
687096619213262848,2016-01-13 02:19:34,"""We made change work for us, always extending America’s promise outward, to the next frontier, to more people."" —President Obama #SOTU"
687095950095982592,2016-01-13 02:16:54,"""I want to focus on our future."" —President Obama #SOTU"
687095691093540864,2016-01-13 02:15:53,"President Obama: I’ll keep pushing for progress on immigration, gun violence, equal pay, paid leave, raising the minimum wage. #SOTU"
687095424033763329,2016-01-13 02:14:49,"""Who knows, we might surprise the cynics again."" —President Obama #SOTU"
687095164251189248,2016-01-13 02:13:47,"""I hope we can work together this year on some bipartisan priorities like criminal justice reform."" —President Obama #SOTU"
687093313220907008,2016-01-13 02:06:26,LIVE: President Obama is delivering his final State of the Union address now. https://t.co/j6HHsQPFiV #SOTU
687077821596827648,2016-01-13 01:04:52,Tune in for President Obama's final State of the Union at 9 p.m. ET tonight. https://t.co/xq5NS39Vbq #SOTU https://t.co/44W691pswA
687063221732118528,2016-01-13 00:06:51,The stage is set—tune in tonight. https://t.co/g8EVviXytY #SOTU https://t.co/yIFbuvxVgl
687045241002569728,2016-01-12 22:55:24,RT @WhiteHouse: This is what change looks like. https://t.co/7ZgBUWqyl1 #SOTU https://t.co/XSzcRV5yQE
687019737969082368,2016-01-12 21:14:04,"""It’s the last time we’ll do this, but we’re not even close to done working."" —@VP Joe Biden on the #SOTU https://t.co/HXa8ssKp2m"
686992958105628672,2016-01-12 19:27:39,The last seven years have been packed with progress. See how far we've come: https://t.co/IS0ZOCq3pI
686966611064926208,2016-01-12 17:42:57,One last time. #SOTU https://t.co/Fu9YeOQG9D
686940164011118594,2016-01-12 15:57:52,Tonight—it's going to be a good time. Don't miss the State of the Union. https://t.co/yC2x4ODfBa #SOTU https://t.co/9FUNGoRp8Z
686683647928172544,2016-01-11 22:58:34,"Get ready for President Obama's final #SOTU, and add your voice to the conversation: https://t.co/4Gn620lpP7 https://t.co/tNou5dUMo8"
686647511071600641,2016-01-11 20:34:58,"RT @WhiteHouse: ""I want us to be able...to say we couldn't think of anything else that we didn't try to do."" —@POTUS #SOTU https://t.co/uwE…"
686610363576520704,2016-01-11 18:07:21,President Obama's last State of the Union address—it's only a day away. https://t.co/Mav5KTivxG #SOTU https://t.co/To0pptxXwb
686577526605365253,2016-01-11 15:56:52,"RT @OFA: The lowest unemployment rate in 7 years: ✔
14.1 million private-sector jobs added in 70 months: ✔
https://t.co/YVjBmixzc9"
686346911930912768,2016-01-11 00:40:30,January 12—don't miss it. https://t.co/LLcwp8pVP7 #SOTU https://t.co/0jKS1vVV4y
686316097059033089,2016-01-10 22:38:03,Another milestone to celebrate for wind power—and plenty of room to grow. https://t.co/YP7rHbfcY7
685952871167320064,2016-01-09 22:34:43,Tuesday: https://t.co/DYvFziQN3t #SOTU https://t.co/pZNbyXsBA7
685902773884424192,2016-01-09 19:15:39,"""Today, the American auto industry is back."" —President Obama https://t.co/jk7Yn3ziMZ"
685884330929975298,2016-01-09 18:02:22,"In the weekly address, President Obama discusses the incredible progress made in the American auto industry: https://t.co/jHjeSCGcf4"
685600359578914816,2016-01-08 23:13:58,Get ready—this one is going to be good. https://t.co/nYzRd11fdn #SOTU https://t.co/8l51Ojr0PL
685589272112439296,2016-01-08 22:29:54,Read President Obama's @NYTimes op-ed on how we all play a part in efforts to help #StopGunViolence in America: https://t.co/etwJWaBpvK
685572624911474689,2016-01-08 21:23:45,ICYMI: Listen to what President Obama said to @OFA supporters on a call about steps forward to #StopGunViolence. https://t.co/uPnVrKhT1z
685543991278833664,2016-01-08 19:29:58,This doesn't have to be the new normal—join the fight to help #StopGunViolence: https://t.co/y1PJ1LMUNO https://t.co/rvcljpGJOW
685539343864168450,2016-01-08 19:11:30,Happening now: President Obama is speaking to @OFA supporters on how everyone can help #StopGunViolence. https://t.co/Z4xqKJ2QHv
685533979542339584,2016-01-08 18:50:11,RT @OFA: LIVE: President Obama is speaking to OFA supporters about the path forward on gun violence prevention. Listen in. https://t.co/PWq…
685514335095922688,2016-01-08 17:32:08,The December jobs report shows big gains in employment and higher wages for American workers. Read more: https://t.co/PtfVdBp6Gr
685496303413932032,2016-01-08 16:20:29,RT @WhiteHouse: RT the news: 2014-2015 marked the strongest two-year stretch of job growth since 1998-2000. https://t.co/CRMmfhayyq https:/…
685471723915837440,2016-01-08 14:42:49,"The economy added 292,000 jobs in December—a record-breaking 70 consecutive months of private-sector job growth."
685312529107673088,2016-01-08 04:10:14,RT @PolitiFact: Obama: The NRA used to support more background checks. We've looked at this before. https://t.co/Qq8MKRV5Al https://t.co/ff…
685283705892409344,2016-01-08 02:15:42,"If you agree with common-sense steps to help curb gun violence, add your name: https://t.co/5QwlB9yiBi #GunsInAmerica"
685281821366431744,2016-01-08 02:08:12,"RT @WhiteHouse: If a child can’t open a bottle of aspirin, we should make sure they can’t pull the trigger on a gun. #GunsInAmerica https:/…"
